Geography,Wages (1),Type of work,North American Industry Classification System (NAICS) (4),Sex,Age group,Jan-00,Feb-00,Mar-00,Apr-00,May-00,Jun-00,Jul-00,Aug-00,Sep-00,Oct-00,Nov-00,Dec-00,Jan-01,Feb-01,Mar-01,Apr-01,May-01,Jun-01,Jul-01,Aug-01,Sep-01,Oct-01,Nov-01,Dec-01,Jan-02,Feb-02,Mar-02,Apr-02,May-02,Jun-02,Jul-02,Aug-02,Sep-02,Oct-02,Nov-02,Dec-02,Jan-03,Feb-03,Mar-03,Apr-03,May-03,Jun-03,Jul-03,Aug-03,Sep-03,Oct-03,Nov-03,Dec-03,Jan-04,Feb-04,Mar-04,Apr-04,May-04,Jun-04,Jul-04,Aug-04,Sep-04,Oct-04,Nov-04,Dec-04,Jan-05,Feb-05,Mar-05,Apr-05,May-05,Jun-05,Jul-05,Aug-05,Sep-05,Oct-05,Nov-05,Dec-05,Jan-06,Feb-06,Mar-06,Apr-06,May-06,Jun-06,Jul-06,Aug-06,Sep-06,Oct-06,Nov-06,Dec-06,Jan-07,Feb-07,Mar-07,Apr-07,May-07,Jun-07,Jul-07,Aug-07,Sep-07,Oct-07,Nov-07,Dec-07,Jan-08,Feb-08,Mar-08,Apr-08,May-08,Jun-08,Jul-08,Aug-08,Sep-08,Oct-08,Nov-08,Dec-08,Jan-09,Feb-09,Mar-09,Apr-09,May-09,Jun-09,Jul-09,Aug-09,Sep-09,Oct-09,Nov-09,Dec-09,Jan-10,Feb-10,Mar-10,Apr-10,May-10,Jun-10,Jul-10,Aug-10,Sep-10,Oct-10,Nov-10,Dec-10,Jan-11,Feb-11,Mar-11,Apr-11,May-11,Jun-11,Jul-11,Aug-11,Sep-11,Oct-11,Nov-11,Dec-11,Jan-12,Feb-12,Mar-12,Apr-12,May-12,Jun-12,Jul-12,Aug-12,Sep-12,Oct-12,Nov-12,Dec-12,Jan-13,Feb-13,Mar-13,Apr-13,May-13,Jun-13,Jul-13,Aug-13,Sep-13,Oct-13,Nov-13,Dec-13,Jan-14,Feb-14,Mar-14,Apr-14,May-14,Jun-14,Jul-14,Aug-14,Sep-14,Oct-14,Nov-14,Dec-14,Jan-15
Manitoba,Average weekly wage rate,Both full- and part-time employees,Construction [23] ,Both sexes,15 to 24 years,445.07,428.44,444.03,434.93,403.56,411.5,438.05,386.97,405.07,455.71,379.77,378.98,402.78,369.8,417.83,423.95,426.27,474.21,455.71,448.63,452.25,424.73,471.39,439.87,440.25,354.88,405.6,359.57,441.4,501.83,403.93,461.45,510.69,422.88,445.08,427.93,398.31,414.35,415.7,421.87,503.66,436.7,415.91,419.02,482.52,486.46,437.1,455.66,467.6,434.51,465.98,416.99,456.73,471.31,507.67,506.26,433.76,453.51,430.73,448.48,495.08,512.75,546.03,605.74,474.52,476.3,476.89,492.46,550.51,510.1,497.61,479.55,438.36,475.25,555.38,496.85,557.95,517.18,475.73,512.8,549.79,609.41,497.58,481.18,467.18,496.93,505.33,508.82,572.37,598.49,510.06,542.33,507.62,523.62,506.7,552.07,502.69,605.39,661.7,555.55,529.93,530.31,539.53,533.27,526.86,579.53,621.08,631.09,602.51,701.7,735.3,563.35,621.44,631.11,602.26,637.66,605.26,587.56,547.84,639.72,629.14,633.52,632.08,635.98,639.49,668.34,576.36,640.93,639.15,650.74,633.47,670.92,711.7,676.32,642.01,613.71,622.31,627.19,626.18,628.75,618.91,694.35,695.79,666.58,654.19,668.27,608.44,674.14,655.8,640.44,663.84,673.2,720.24,734.26,721.24,736.11,809.4,747.56,722.37,674.45,738.17,730.87,707.15,676.67,694.39,731.81,781.08,719.92,690.64,704.72,627.79,648.9,708.42,750.34,762.17,635.65,682.68,708.28,699.66,648.69,684.62
Manitoba,Average weekly wage rate,Both full- and part-time employees,Manufacturing [31-33] ,Both sexes,15 to 24 years,367.99,380.6,363.3,362.95,371.31,376.56,382.45,363.93,368.68,382.66,423.01,423.7,412.92,424.92,453.53,420.09,404.06,413.37,397.97,401.96,382.29,410.62,388.48,390.25,372.77,397.41,369.64,378.7,408.12,409.06,370.62,371.71,382.53,407.61,388.09,398.63,423.6,430.59,387.78,411.85,409.86,388.07,408.11,427.26,397.83,379.12,389.55,409.16,403.79,421.28,436.77,431.04,476.19,465.65,474.87,432.04,461.05,436.47,422.45,411.77,443.29,421.29,435.03,399.33,395.5,400.25,457.39,462.87,459.1,406.82,406.35,371.12,379.56,414.75,418.87,407.06,440.8,462.06,452.41,472.55,465.2,470.73,470.37,438.8,450.24,395.3,497.12,526.62,501.69,539.28,520.05,548.42,494.93,514.52,495.3,507.17,442.18,430.69,501.66,522.21,505.27,478.85,480.83,480.73,499.52,496.88,546.21,546.74,579.13,530.11,522.74,506.12,508.34,528.28,512.45,518.34,513.03,559.86,552.44,530.02,569.74,527.51,528.09,515.93,506.67,491.98,480.99,507.48,534.38,561.71,567.64,542.79,558.13,571.81,526.12,540.35,536.09,526.14,521.04,498.88,566.43,503.94,530.87,562.69,538.06,533.95,537.26,510.57,584.03,539.47,568.85,590.87,551.79,530.46,522.67,545.97,620.76,566.34,588.07,616.54,579.61,539.84,547.14,583.48,633.72,506.21,539.16,577.43,596.39,630.75,582.19,654.56,611.79,562.29,548.05,592.29,555.69,538.67,552.79,532.05,565.89
Manitoba,Average weekly wage rate,Both full- and part-time employees,Trade [41 44-45] ,Both sexes,15 to 24 years,216.3,214.31,225.36,233.57,238.33,239.45,247,242.09,226.77,212.99,212.6,201.01,197.02,202.58,208.75,216.75,230.88,252.81,265.51,277.72,245.23,230.2,224.07,217.82,202.54,199.78,212.24,219.37,240.9,259.98,277.73,259.43,220.65,216.1,212.16,210.25,211.04,225.58,222.51,218.33,231.62,264.55,277.59,274.03,239.5,240.94,228.23,213.79,221.04,224.52,226.09,228.02,238.68,243.62,273.71,275.02,227.44,223.64,234.45,233.16,244.72,224.03,251.45,239.14,270.85,260.98,262.95,280.4,241.15,224.89,220.41,211.71,193.68,220.79,212.34,220.86,229.73,251.56,272.34,271.41,256.06,238.66,234.72,241.87,249.86,245.47,267.26,268.85,275.06,275.27,286.23,296.61,262.1,266.55,245.14,249.03,246.05,253.11,249.07,259.04,276.08,294.59,309.23,340.93,268.77,248.34,256.81,244.5,256.2,286.93,294.25,306.2,314.43,313.26,319.62,325.28,308.66,303.97,302.2,290.21,257,260.38,258.28,271.96,285.68,291.12,310.38,308.79,268.67,246.43,246.08,259.39,278.62,290.19,299.21,293.6,315.26,324.3,339.11,329.13,285.11,280.02,276.47,292.64,297.19,291.33,306.89,322.06,335.87,354.4,384.91,368.05,323.8,328.63,308.84,339.11,306.26,291.93,284.06,309.51,315.27,332.63,343.01,325.66,314.43,313.44,306.42,289.59,299.78,317.81,322.01,307.29,317.15,347.08,364.19,366.24,347.1,337.15,367.56,369.19,355.96
Manitoba,Average weekly wage rate,Both full- and part-time employees,Transportation and warehousing [48-49] ,Both sexes,15 to 24 years,438.88,474.78,449.58,400.61,378.86,410.01,372.22,402.66,374.63,369.78,394.77,359.27,377.32,446.22,416.37,348.43,326.76,442.84,441.79,475.95,407.62,427.42,453.47,373.6,385.1,364.08,435.44,485.54,436.88,489.41,394.75,365.74,400.03,392.39,388.27,348.25,351.98,482.89,376.34,413.91,384.75,470.75,490.1,471.53,523.97,476.04,606.08,549.6,466.65,653.48,427.28,402.94,411.11,485.99,603.18,488.57,519.77,421.65,378.99,356.2,401.33,393.26,387.46,329.27,534.19,423.28,416.61,380.71,425.92,368.08,412.11,561.09,379.74,427.64,394.74,524.12,454.34,460.16,378.14,400.38,404.69,451.57,451.25,410.29,419.39,411.2,387.04,421.21,436.35,449.53,516.64,360.87,424.53,570.15,603.12,544.9,522.61,522.97,499.98,545.64,446.97,446.49,605.77,597.27,583.28,700.59,612,596.72,483.45,522.9,511.18,462.86,533.41,710.97,575.36,576.75,592.18,552.3,553.33,559.11,518.12,540.85,487.25,609.89,557.79,470.52,497.75,567.82,584.03,611.16,539.72,547.22,572.99,519.57,584.74,539.46,518.85,659.8,407.08,543.35,673.5,666.34,666.62,717.77,619.77,594.36,620.38,697.03,635.17,700.68,655.37,696.95,578.26,597.25,583.36,493.14,537.43,479.24,459.1,501.55,530.33,642.73,593.71,574.48,546.64,614.57,541.77,636.37,611.41,484.07,484.78,537.95,587.96,536.49,602.28,664.23,627.91,587.8,678.94,652.33,667.01
Manitoba,Average weekly wage rate,Both full- and part-time employees,"Finance, insurance, real estate and leasing [52-53] ",Both sexes,15 to 24 years,281.39,277.68,323.93,349.56,386.69,414.63,328.34,353.46,300.41,352.29,315.72,318.76,309.34,310.55,331.37,336.37,270.73,293.15,302.17,331.92,355.39,354.2,334.78,346.36,304.49,338.61,340.84,330.5,381.65,386.22,330.48,349.4,328.06,318.39,353.1,397.45,379.24,325.38,330.65,316.71,329.73,417.58,404.82,402.77,347.24,383.97,328.17,379.53,332.59,321.08,355.65,345.65,363.26,352.42,361.53,349.03,267.22,298.96,402.7,327.47,319.66,344.78,343.32,354.65,356.99,336.82,366.68,415.65,428,387.07,342.79,426.94,406.39,423.64,438.71,441.47,421.6,458.75,465.17,421.29,383.91,373.09,340.02,294.29,296.09,242.67,265.98,256.27,327.05,353.67,381.5,423.86,372.26,394.64,399.77,385.38,332.22,325.65,445.3,369.74,414.34,490.46,458.47,469.99,391.96,440.57,434.26,396.65,438.73,349.21,439.04,439.05,450.94,388.01,431.72,430.88,412.53,362.3,421.79,430.94,382.31,356.12,366.68,441.45,447.83,453.62,520.58,498.26,531.09,442.24,487.61,479.54,485.98,466.51,477.95,480.21,476.27,515.93,556.32,521.12,454.53,375.75,394.66,413.68,395.43,501.42,458.24,496.05,502.91,476.17,404.51,429.98,389.06,424.82,412.53,383.33,474.4,445.08,506.04,557.56,491.92,535.85,410.59,386.1,426.72,429.25,461.54,481.3,499.42,525.97,475.22,487.1,517.08,486.95,472.07,555.36,526.02,473.88,494.68,525.31,564.11
Manitoba,Average weekly wage rate,Both full- and part-time employees,"Professional, scientific and technical services [54] ",Both sexes,15 to 24 years,322.58,311.2,290.91,250.78,268.6,305.34,346.05,350.92,362.41,391.12,353.41,283.58,318.1,382.47,372.6,390.07,386.43,384.79,409.64,374.17,370.42,377.9,416.99,395.34,469.16,437.3,318.7,305.41,306.24,338.01,352.56,337.14,321.47,308.86,304.73,367.71,225.03,232.01,276.51,330.69,354.97,399.45,507.03,508.5,426.52,446.58,380.92,361.6,460.54,473.33,470.99,458.39,405.6,358.55,414.47,384.49,388.61,335.65,284.57,305.32,344.65,329.27,341.88,298.38,336.79,499.31,304.39,399.52,438.4,397.17,309.64,360.53,439.46,333.6,349.46,434.84,433.93,437.88,435.31,453.32,414.17,547.26,476.31,436.47,315.08,416.72,325.42,321.61,385.81,488.98,507.89,512.85,525.24,468.14,367.84,430.17,486.21,491.91,490.16,376.83,392.62,495.01,450.66,453.19,333.14,365.25,416.06,444.7,488.37,456.94,440.15,425.9,449.31,499.83,481.96,538.7,514.69,522.33,586.05,589.76,612.03,636.03,609.9,501.16,448.61,465.25,506.35,425.3,479.12,433.69,479.44,301.86,377.76,603.37,598,411.32,425.33,447.88,418.45,546.76,429.14,475.41,448.47,571.84,484.75,434.88,355.38,346.04,479.93,504.42,640.41,487.48,549.04,594.35,614.91,560.9,489.21,520.59,445.01,588.06,650.18,572.79,570.52,687.98,681.57,549.7,427.67,634.7,614.64,663.28,651.41,499.93,716.73,665.77,764.05,747.8,775.28,601.01,577.02,513.65,507.73
Manitoba,Average weekly wage rate,Both full- and part-time employees,"Business, building and other support services [55-56]  (6)",Both sexes,15 to 24 years,270.06,238.22,257.4,283.84,283.08,285.76,314.66,263.21,259.26,239.62,227.26,229.39,271.43,242.09,263.38,246.54,304.91,282.1,282.29,263.63,310.25,284.71,254.83,246.94,274.38,243.52,248.35,254.1,291.34,240.27,310.18,327.48,289,286.75,280.9,246.43,260.01,257.67,274.47,206.96,250.96,295.06,281.31,298.88,268.63,309.44,302.43,332.93,346.24,308.81,325.29,309.18,330.54,315.04,322.62,330.28,298.36,287.02,302.27,290.07,239.47,230.26,246.12,303.22,315.62,357.36,336.84,344.38,330.63,316.49,308.98,291.03,281.08,292.45,280.23,299.31,334.28,317.06,324.13,324.41,320.55,285.49,341.38,363.17,324.69,325.02,311.28,357.66,312.27,367.91,412.84,378.66,416.28,373.39,352.35,370.84,274.72,301.67,263.05,364.03,354.21,327.97,355.41,354.82,320.06,376.08,288.57,266.23,346.55,340.31,319.76,404.69,347.49,362.63,369.54,409.13,384.06,376.02,339.32,243.65,322.52,377.89,323.56,348.61,405.55,378.62,439.97,461.37,473.44,424.83,361.38,356.32,314.46,277.21,319.05,350.09,385.18,438.7,437.47,423.84,399.62,391.5,403.92,397.24,362.12,383.77,366.67,378.74,442.37,450.24,392.14,395.96,399.6,405.53,399.32,415.57,410.76,429.28,381.47,379.86,441.08,453.61,468.25,495.39,382.62,419.59,406.11,370.41,348.57,375.98,456.18,338.97,463.25,479.93,437.52,482.11,369.44,366.89,359.15,452.93,364
Manitoba,Average weekly wage rate,Both full- and part-time employees,Educational services [61] ,Both sexes,15 to 24 years,193.01,272.65,213.18,244.52,345.95,401.63,342.86,371.85,380.08,346.52,371.37,248.75,205.36,272.06,278.27,279.85,353.59,359.77,364.59,357.97,276.98,324.59,193.05,254.7,207.81,214.19,258.84,305.5,298.76,365.33,330.93,319.3,210.11,149.93,106.15,153.09,161.11,181.06,202.63,227.56,323.01,375.04,345.43,356.86,237.69,289.5,344.59,321.39,235.24,217.1,232,278,302.02,311.15,280.78,308.53,219.3,257.04,193.04,241.86,294.66,274.23,229.53,264.28,330.06,449.49,444.61,462.48,331.86,236.95,250.03,221.54,199.89,220.57,232.68,215.68,302.81,356.59,385.6,401.38,347.77,264.33,256.11,311.89,281.27,311.83,242.07,238.78,301.64,284.88,387.29,399.41,253.77,202.21,268.06,330.62,299.66,281.32,272.68,300.98,484.81,400.62,526.16,446.31,264.32,273.57,280.63,333.87,307.11,375.91,325.57,298.92,451.97,432.11,475.41,448.78,342.06,370.94,334.72,426.44,374.7,287.66,212.03,170.64,324.12,372,299.54,304.1,329.48,300.94,380.5,412.38,308.62,309.03,288.8,414.97,392.76,391.02,476.52,584.37,517.9,407.93,390.45,365.96,324.11,312.75,392.59,388.15,530.59,431.38,449.88,488.42,355.39,419.22,365.06,375.64,347.6,276.19,288.5,213.17,338.38,409.61,500.88,519.66,226.43,328.15,325.79,331.91,294.18,281.87,323.16,256.98,341.79,350.85,414.78,453.15,304.15,297.5,312.95,322.47,318.45
Manitoba,Average weekly wage rate,Both full- and part-time employees,Health care and social assistance [62] ,Both sexes,15 to 24 years,314.26,284.98,323.59,312.87,266.05,324.94,340.12,339.13,320.95,289.83,297.44,325.81,269.56,250.53,296.46,272.5,306.81,326.49,358.19,351.89,287.97,258.58,287.72,302.83,309.61,299.88,335.4,321.06,318.1,304.01,335.52,322.57,322.38,286.96,307.98,289.29,315.29,306.96,318.15,306.94,324.28,362.09,350.34,357.76,286.54,286.95,297.32,303.28,287.02,270.91,246.97,258.24,271.42,299.51,289.68,330.68,283.08,262.54,262.46,277.44,302.12,242.94,272.82,249.37,297.04,394.79,442.91,389.69,364.71,330.71,303.08,339.67,326.2,312.01,365.74,320.67,299.93,332.75,314.84,408.23,409.11,387.17,403.89,390.28,349.95,341.26,313.98,312.44,285.15,367.98,390.04,399.55,317.12,356.96,346.24,333.76,351.1,415.62,437.59,389.14,420.17,466.45,465.5,470.9,379.07,387.63,331.69,314.77,360.64,357.55,342.2,373.27,412.01,443.81,482.12,480.68,443.73,386.56,411.02,396.74,403.98,470.45,403.55,332.51,387.62,436.01,427.2,466.8,324.98,369.99,388.92,381.64,449.76,489.43,457.06,540.31,471.82,521.49,433.74,445.75,451.7,393.15,447.01,455.48,436.12,473.71,449.09,518.11,494.21,478.4,522.14,479.8,494.95,515.74,582.41,568.31,503.97,464.13,476.2,456.91,447.72,448.11,475,471.16,444.72,458.46,415.97,467.02,515.59,448.91,391.61,395.72,452,428.58,482.58,480.96,422.12,451.9,485.13,440.23,437.43
Manitoba,Average weekly wage rate,Both full- and part-time employees,"Information, culture and recreation [51 71] ",Both sexes,15 to 24 years,264.22,220.87,211.28,253.3,253.24,210.94,234.48,231.75,213.59,199.55,187.83,206.76,179.08,207.42,202,285.82,243.35,245.8,258.87,266.91,237.52,201.21,240.05,296.71,270,275.16,299.73,251.97,260.64,241.28,294.29,305.66,200.75,270.51,278.65,269.43,243.32,223.23,189.88,189.12,184.93,208.7,279.99,285.73,228.34,248.86,242.08,202.42,210.19,216.34,207.5,256.67,295.91,244.02,266.78,294.86,274.91,268.67,244.2,209.11,270.37,236.65,193.35,183.92,229.04,291.86,285.04,297.95,192.85,161.72,196.25,201.21,203.46,192.84,219.7,280.12,278.4,271.43,323.34,292.48,179.39,250.85,254.61,247.34,226.59,235.78,248.9,204.2,322.06,333.03,315.6,321.23,245.09,271.47,235.54,224.53,241.23,258.71,334.7,308.18,321.13,318.81,351.4,432.81,285.92,258.43,221.9,202.28,245.76,268.08,253.91,288.31,327.36,341.29,348.14,373.97,275.75,266.88,272.24,222.56,209.4,229.27,277.5,380.26,304.43,386.89,382.12,376.64,288.09,262.1,199.74,227.39,222.78,273.16,239.88,274.64,340.61,395.75,411.53,381.09,290.45,315.57,322.87,286.83,291.36,249.37,299.59,198.27,246.6,306.15,350.19,378.11,272.71,257.69,212.86,259.57,238.92,258.04,217.19,231.19,318.43,343.16,379.74,440.75,308.62,385.54,354.6,408.85,411.1,319.34,279.94,279.05,273.31,353.82,333.02,330.4,322.18,235.27,215.74,276.3,287.94
Manitoba,Average weekly wage rate,Both full- and part-time employees,Accommodation and food services [72] ,Both sexes,15 to 24 years,158.43,161.55,157.36,174.96,170.54,167.98,180.7,185.27,159.55,159.72,164.04,171.52,172.8,166.1,160.73,160.85,151.4,163.99,196.28,201.87,173.96,171.13,181.28,185.92,186.85,185.67,180.39,172.08,176.07,180.58,196.65,221.23,156.3,173.25,180.3,199.33,189.33,181.37,176.67,172.92,190.35,178.75,207.24,211.39,165.65,165.26,172.76,168.75,170.33,176.19,190.14,200.75,193.48,209.97,235.73,248.81,197.1,195.05,195.07,187.35,189.78,184.43,187.76,192.61,190.43,204.63,218.47,239.36,199.26,191.4,188.86,185.64,191.52,184.51,186.1,201.52,219.51,224.69,229.98,227.04,222.69,186.86,189.61,216.73,218.49,177.47,183.32,174.23,188.65,206.32,236.05,241.9,218.86,209.74,232.16,234.19,232.58,232.02,223.45,227.88,252.74,251.64,273.35,272.68,210.56,225.3,213.48,228.5,233.02,236.34,248.65,225.03,244.04,256.39,265.15,273.39,257.09,237.27,233.13,239.99,249.15,230.39,222.02,210.72,241.93,229.99,254.61,279.53,255.28,239.26,236.77,243.02,235.12,227.83,235.03,240.24,272.41,291.57,310.12,286.35,226.17,217.86,213.61,216.62,217.65,233.2,260.42,240.8,240.51,247.18,312.09,288.45,241.07,242.34,243.49,240.35,250.45,234.89,255.35,261.13,271.24,271.86,315.21,330.51,250.77,251.28,230.14,232.41,222.34,238.5,254.86,260.26,259.31,281.87,313.35,302.38,238.43,265.17,243.02,246.32,266.94
Manitoba,Average weekly wage rate,Both full- and part-time employees,Other services [81] ,Both sexes,15 to 24 years,220.2,237.7,232.31,222.06,230.3,239.91,293.49,254.87,274.26,224.54,295.81,281.81,278.78,238.59,252.96,255.13,308.66,299.1,321.99,316.52,328.52,279.8,277.8,268.66,303.59,246.64,275.72,272.51,302.22,299.02,364.3,373.98,315.23,307.24,334.31,295.37,309.02,336.5,251.69,263.72,289.55,339.6,323.67,373.41,346.93,304.04,328.79,341.49,259.9,287.06,257.7,317.5,294.51,300.61,335.55,340.11,288.66,280.66,263.3,277.57,258.54,244.11,224.71,274.47,313.52,330.39,359.67,345.15,363.31,343.69,315.42,349.93,355.9,317.49,324.18,312.87,306.83,318.94,317.83,299.69,258.69,247.93,354.38,373.02,334.76,300.98,331.32,334.57,329.77,281.13,372.4,389.67,364.97,377.48,377.96,361.41,420.13,363.04,441.03,424.11,407.52,398.34,399.4,415.65,402.84,397.07,467.79,437.22,394.73,383.19,386.09,347.44,386.64,402.58,356.75,362.97,462.87,430.63,349.02,369.17,341.59,368.8,331.6,371.22,383.75,387.53,412.92,428.34,397.67,455.96,367.74,343.41,381.84,296.14,323.78,348.92,374.99,329.97,358.56,351.92,333.52,321.79,331.2,356.4,406.53,450.71,476.17,463.21,431.81,457.52,435.35,416.67,423.66,381.55,417.4,496,447.75,448.77,442.94,422.38,445.01,396.04,390.21,490.36,423.98,413.14,420.14,415.09,435.46,377.78,349.86,417.12,385.12,395.62,390.91,416.65,406.74,402.84,395.14,333.95,348.58
Manitoba,Average weekly wage rate,Both full- and part-time employees,Public administration [91] ,Both sexes,15 to 24 years,374.9,386.69,277.91,323.89,391.58,435.59,374.1,369.69,349.12,395.24,360.85,305.91,375.11,289.28,258.86,301.98,367.43,361.44,387.69,407.02,427.31,391.43,461.85,452.07,427.89,402.9,371.24,407.89,385.65,392.7,426.91,411.54,310.61,335.87,368.49,457.69,329.03,309.54,280.97,263,354.83,357.58,366.43,368.67,392.53,388.54,493.71,450.17,393.4,340.04,342.8,348.54,284.9,280.01,396.26,396.22,440.36,417.5,446.77,403.61,330.1,282.68,417.64,373.93,444.92,388.03,405.99,454.06,283.42,243.89,176,212.15,124.56,268.79,460.53,306.3,417.56,435.31,419.24,382.27,316.21,333.18,315.16,x,389.95,497.49,461.48,381.79,499.43,515.09,464.77,472.96,495.85,523.24,439.28,352.01,691.69,708.63,632.93,651.8,593.66,484.78,500.06,485.34,335.07,391.57,322.81,348.8,447.08,519.12,493.23,527.12,578.24,546.35,498.9,471.58,562.19,642.69,681.62,679.75,720.02,484.02,399.57,428.52,551.9,592.08,507.96,526.38,445.05,511.2,487.17,515.21,530.99,591.05,493.49,491.11,507.74,464.24,521.76,492.33,507.8,538.97,417.39,508.31,324.1,553.34,552.74,489.58,587.91,649.36,616.64,678.62,614.73,540.35,461.99,475.99,417.39,393.83,293.14,440.42,474.89,568.48,524.02,521.91,528.6,516.52,552.72,446.2,468.07,501.86,518.6,518.99,604.78,623.99,581.76,562.7,618.23,545.15,583.51,516.77,634.32
Saskatchewan,Average weekly wage rate,Both full- and part-time employees,Agriculture [111-112 1100 1151-1152]  (11),Both sexes,15 to 24 years,181.88,203.01,170.46,228.77,294.01,267.36,308.01,335.24,338.58,293,236.97,205.8,229.25,240.79,284.46,242.97,298.26,313.9,290.46,254.23,200.55,210.31,239.62,145.01,112.6,263.36,152.21,246.46,294.05,275.64,282.83,348.59,248.75,228.56,206.12,206.46,196.76,250.81,274.61,284.09,301.9,378.39,385.19,415.93,319.28,286.13,267.32,205.8,282.89,258.11,298.83,327.3,314.61,390.67,361.54,320.83,340.55,376.13,246.82,317.98,330.73,268.98,316.72,291.03,274.38,265.73,328.91,353.05,287.17,296.68,231.68,296.45,238.85,236.61,311.37,274.01,289.89,309.03,320.35,396.61,372.96,348.59,334.75,397.99,441.11,388.06,254.23,244.57,294.27,400.14,458.41,416.74,437.68,491.86,412.26,449.36,340.45,234.18,379.71,317.11,495.56,420.09,425.45,439.52,594.35,433.03,497.91,336.44,265.14,280.07,252.8,265.25,260.09,250.55,372.12,352.98,404.43,372.59,366.13,451.77,338,463.39,479.05,414.09,362.07,370.08,429.02,403.38,520.04,586.58,630.24,645.27,566.1,440.58,646.84,456.73,719.87,698.72,697.95,638.38,454.69,715.93,459.27,460.86,455.84,516.79,273.37,385.68,485.29,369.13,357.92,379.67,499.26,459.48,402.89,582.58,442.04,376.35,401.59,464.05,520.7,464.73,644.43,655.3,617.25,571.55,596.68,574.7,487.88,369.89,543.24,626.38,559.12,638.55,606.23,623.88,542.92,496.84,357.88,230.51,410.96
Saskatchewan,Average weekly wage rate,Both full- and part-time employees,"Forestry, fishing, mining, quarrying, oil and gas [21 113-114 1153 2100]  (12,13)",Both sexes,15 to 24 years,582.96,602.5,656.84,611.31,606.3,619.93,620.54,756.15,672.81,660.88,663.24,694.1,843.29,816.07,869.96,750.91,755.9,879.8,661.44,607.56,777.97,653.22,769.84,846.91,622.61,651.76,664.72,726.72,723.19,742.63,549.48,742.14,580.89,798.44,481.19,569.64,671.46,833.35,818.89,892.63,905.86,878.26,741.07,673.34,722.31,674.52,828.49,704.68,677.69,755.65,802.42,759.03,715.25,769.97,708.29,775.19,766.38,761.24,831.77,788.24,811.95,821.38,673.63,710.23,819.06,828.73,779.05,716.91,952.6,843.12,785.62,733.9,827.11,943.26,960.54,960.49,799.47,834.1,820.14,890.56,922.11,957.83,918.86,954.16,961.7,1029.02,822.66,821.41,928.74,974.16,901.44,961.4,1134.3,1085.5,1202.82,1033.91,1247.77,1164.85,1222.61,932.53,998.16,1017.51,1003.73,1107.44,1069.61,1063.74,1089.11,1153.2,1166.25,1207.85,876.9,986.81,1038.29,987.31,875.43,970.48,1081.09,1164.49,1079.78,937.82,999.39,1067.26,1003.94,951.6,1091.45,1145.89,984.25,1085.88,1008.57,1263.62,1025.02,1015.28,890.44,1300.44,1192.44,1055.75,916.37,903.35,955.75,971.23,1060.42,1023.69,855.67,937.5,1054.19,1208.58,964.51,1129.77,965.9,1086.01,1107.57,1088.76,1158.77,1240.07,1251.71,1172.79,1120.95,1295.09,1082.73,995.2,1041.31,1173.91,1152.88,1213.04,1037.2,871.98,834.94,949.64,910.05,1049.4,1056.05,1132.89,1112.33,1265.29,1126.46,1363.25,1178.94,1248.64,1256.65,1133.63,1161.68
Saskatchewan,Average weekly wage rate,Both full- and part-time employees,Utilities [22] ,Both sexes,15 to 24 years,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,726.47,558.72,662.94,x,x,x,x,x,x,x,x,x,x,x,x,x,x,697.1,x,470.45,770.05,789.65,720.51,684.85,x,x,x,x,x,x,x,x,x,x,x,x,680.39,679.79,x,799.92,782.63,762.83,631.61,x,x,x,x,x,x,x,x,x,566.57,751.58,x,x,x,x,x,x,x,909.84,1085.56,1019.62,1077.56,x,x,x,x,842.92,x,x,955.99,890.91,x,x,954.28,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,907.1,x,546.84,519.8,x,x,x,x,x,x,x,x,1259.74,841.96,951.52,971.92,1050.58,1072.88,x,897.5,854.93,997.35,1016.32,1004.47,925.89,1110.16,1061.93,1027.67
